22,22
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,200,0,0,0,0,0,0,1,0,203,0,1,0,0,203,0,0,1,1,1
1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1
1,1,1,0,1,202,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1
1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,202,1,1,1
1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1
1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
1,1,1,0,202,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1
1,1,1,0,0,0,0,1,0,202,1,0,300,0,1,0,0,0,0,1,1,1
1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1
1,1,1,0,203,1,0,1,0,0,0,0,203,0,1,202,0,0,0,1,1,1
1,1,1,0,0,1,0,0,0,0,202,0,0,0,1,0,0,0,0,1,1,1
1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
1,1,1,1,1,0,0,300,0,0,0,0,0,0,1,203,0,0,0,1,1,1
1,1,1,0,203,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1
1,1,1,0,0,0,0,0,1,0,0,203,0,0,0,0,0,1,201,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
