32,32
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,200,1,0,0,0,0,204,1,0,1,0,0,0,204,0,0,0,0,0,1,0,0,205,0,0,0,1,1,1
1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
1,1,1,0,0,0,0,0,1,205,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1
1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1
1,1,1,0,0,205,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1
1,1,1,1,1,1,0,0,0,0,0,0,0,0,300,0,0,0,0,1,204,0,0,0,0,0,0,0,0,1,1,1
1,1,1,0,204,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,1,1,1
1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,1,1,0,0,205,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,205,0,0,1,1,1
1,1,1,0,0,1,0,0,0,0,205,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
1,1,1,204,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,205,0,0,1,0,0,1,1,1
1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,1,0,0,1,1,1
1,1,1,0,0,204,0,1,300,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,206,1,1,1
1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1
1,1,1,0,1,0,0,0,0,0,0,0,0,204,0,0,300,0,0,0,1,0,0,204,0,0,1,0,0,1,1,1
1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1
1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,201,1,1,1,1,0,0,0,0,0,1,1,1
1,1,1,0,1,1,1,0,0,1,0,0,1,300,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1
1,1,1,0,0,0,1,0,0,0,204,0,1,0,1,1,1,1,1,0,0,0,0,0,205,1,0,0,0,1,1,1
1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
1,1,1,0,205,0,0,0,0,0,0,0,1,0,0,1,0,205,0,0,0,0,300,0,0,0,0,0,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
