30,30
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,200,1,0,0,0,0,202,1,0,1,0,0,0,202,0,0,0,0,0,1,0,0,205,0,0,0,1,1
1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
1,1,0,0,0,0,0,1,203,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1
1,1,0,0,205,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
1,1,1,1,1,0,0,0,0,0,0,0,0,202,0,0,0,0,1,203,0,0,0,0,0,0,0,0,1,1
1,1,0,202,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,0,0,202,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,202,0,0,1,1
1,1,0,0,1,0,0,0,0,202,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1
1,1,202,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,205,0,0,1,0,0,1,1
1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,1,0,0,1,1
1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,202,1,1
1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
1,1,0,1,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,1,0,0,203,0,0,1,0,0,1,1
1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1
1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,201,1,1,1,1,0,0,0,0,0,1,1
1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,0,0,0,1,0,0,0,203,0,1,0,1,1,1,1,1,0,0,0,0,0,202,0,0,0,0,1,1
1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1,1,0,205,0,0,0,0,0,0,0,1,0,0,1,0,205,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
